# fibre_x fibre_y
-1.974358360655774 -6.241697049180393
-4.927038360655774 -4.384857049180393
-6.3881583606557735 -1.3560770491803933
-6.235958360655775 1.9923229508196068
-4.379118360655775 4.792802950819607
-1.380778360655774 6.360462950819607
1.9828416393442259 6.223482950819607
4.828981639344226 4.4123029508196066
6.366201639344226 1.413962950819607
6.198781639344226 -1.9496570491803935
4.448481639344226 -4.811017049180393
1.4044816393442259 -6.378677049180394
-2.111338360655774 -4.537057049180394
-4.409558360655774 -2.056197049180393
-4.668298360655774 1.2769829508196067
-2.857118360655774 4.092682950819607
0.44562163934422605 4.868902950819607
3.428741639344226 3.4382229508196067
4.9659616393442265 0.43988295081960677
3.9614416393442267 -2.8019770491803935
1.252281639344226 -4.704477049180393
-1.837378360655774 -2.8628570491803935
-3.374598360655774 0.1354829508196068
-1.563418360655774 2.996842950819607
1.8154216393442262 2.875082950819607
3.352641639344226 -0.12325704918039324
1.5566816393442262 -3.045497049180393
-1.6851783606557742 0.2724629508196068
1.115301639344226 1.322642950819607
0.5978216393442259 -1.5995970491803935
-0.010978360655774013 -0.0014970491803932237
1.678441639344226 -0.27545704918039327
-0.558898360655774 1.596602950819607
-1.106818360655774 -1.3408570491803933
2.637301639344226 -1.6909170491803933
2.850381639344226 1.459622950819607
0.126001639344226 3.149042950819607
-2.659258360655774 1.687922950819607
-2.826678360655774 -1.4626170491803931
-0.13273836065577402 -3.1824770491803935
2.8656016393442263 -4.095677049180393
4.631121639344226 -1.2495370491803932
4.418041639344226 2.037982950819607
2.135041639344226 4.534062950819607
-1.228578360655774 4.671042950819607
-3.9225183606557743 2.783762950819607
-4.987918360655774 -0.4428770491803932
-3.465918360655774 -3.502097049180393
-0.43713836065577405 -4.8566770491803934
2.987361639344226 -5.800317049180394
5.513881639344226 -3.502097049180393
6.533621639344227 -0.27545704918039327
5.8335016393442265 3.027282950819607
3.535281639344226 5.523362950819607
0.308641639344226 6.512662950819607
-2.9940983606557743 5.782102950819607
-5.474958360655774 3.529542950819607
-6.525138360655774 0.3333429508196068
-5.840238360655774 -2.9693970491803934
-3.526798360655774 -5.4959170491803935
-0.284938360655774 -6.546097049180393
